-3.200000000000000178e+00,1.300000000000000044e+00
-2.700000000000000178e+00,1.350000000000000089e+00
-2.500000000000000000e+00,1.100000000000000089e+00
-2.700000000000000178e+00,1.699999999999999956e+00
-2.399999999999999911e+00,4.000000000000000222e-01
-2.000000000000000000e+00,1.649999999999999911e+00
-1.500000000000000000e+00,1.850000000000000089e+00
-1.800000000000000044e+00,1.699999999999999956e+00
-2.200000000000000178e+00,1.399999999999999911e+00
-2.500000000000000000e+00,7.500000000000000000e-01
-2.565621568844904221e+00,1.185512536066369860e+00
-2.794749059853192552e+00,1.984452251066572748e+00
-1.540839097478907460e+00,2.076232633506595704e+00
-1.689659773285348443e+00,1.064648507144389189e+00
-2.033940185911352394e+00,1.199989997321122326e+00
-1.728988926803416426e+00,1.215694347529255204e+00
