1.0000000000e-02	-2.5165154341e+00	1.1076169557e+00
1.0000000000e-02	-2.6322293760e+00	1.1724282336e+00
1.0000000000e-02	-2.3375632892e+00	1.1731544191e+00
1.0000000000e-02	-2.3944397205e+00	9.9119502244e-01
9.9822539191e-03	-2.6647477269e+00	1.1543990662e+00
9.9990457742e-03	-2.5770694955e+00	1.1424308925e+00
9.9999994666e-03	-2.6562381836e+00	1.0561744895e+00
9.9999168001e-03	-2.4589225795e+00	1.0588945255e+00
9.9999437249e-03	-2.5781174849e+00	1.0479460913e+00
9.9984769876e-03	-2.3749892429e+00	1.0457437792e+00
9.9891466604e-03	-2.4365876467e+00	1.0165506591e+00
9.9989123737e-03	-2.6213877517e+00	1.0009102430e+00
9.9999998826e-03	-2.5200780023e+00	9.5192834790e-01
9.9990419953e-03	-2.3574476166e+00	1.1138477327e+00
1.0000000000e-02	-2.1741505360e+00	1.0774969125e+00
9.9994235169e-03	-2.2735051607e+00	1.1777849609e+00
9.9555449816e-03	-2.3337150210e+00	1.1324102917e+00
9.9306630409e-03	-2.3895373391e+00	1.0558789955e+00
9.9779982763e-03	-2.5427511315e+00	1.1542868109e+00
9.9465849255e-03	-2.5358184455e+00	1.0947547843e+00
9.9013357089e-03	-2.6213271322e+00	1.0056477675e+00
9.9999998075e-03	-2.5729905534e+00	8.6401457821e-01
9.9999999999e-03	-2.6202875433e+00	7.4338579284e-01
9.9920178551e-03	-2.4815372283e+00	9.2876113900e-01
9.9922168819e-03	-2.5432709303e+00	8.2997042905e-01
9.9766213251e-03	-2.6259462041e+00	1.0746975961e+00
9.9667158070e-03	-2.5960432851e+00	1.1780320967e+00
9.9413954417e-03	-2.5635899925e+00	1.1065968897e+00
9.9586415597e-03	-2.4813016287e+00	1.0792876378e+00
9.9103005764e-03	-2.6044238954e+00	1.1938046783e+00
9.8988496172e-03	-2.5265884650e+00	1.1352580244e+00
9.8264747088e-03	-2.5477245818e+00	1.1531351669e+00
9.9880237710e-03	-2.5916523867e+00	9.0075917390e-01
9.8211071357e-03	-2.5115751520e+00	1.1035611161e+00
9.8815256496e-03	-2.4598266876e+00	1.0486126709e+00
9.9683819538e-03	-2.5784345548e+00	1.0069056869e+00
9.9999627792e-03	-2.3163157113e+00	9.7477253363e-01
9.9993782479e-03	-2.4122110048e+00	9.2675380485e-01
9.9678007172e-03	-2.6093853921e+00	1.1081966342e+00
9.8076099605e-03	-2.6025796934e+00	1.1713228896e+00
9.9668514680e-03	-2.6843051623e+00	1.1317944494e+00
9.9993905895e-03	-2.4552956234e+00	1.1470124686e+00
9.9999849976e-03	-2.4466130293e+00	1.2304895886e+00
9.8834744360e-03	-2.5347939998e+00	1.1746862749e+00
9.9735453497e-03	-2.3523969162e+00	9.9092862653e-01
9.9489347426e-03	-2.3387544708e+00	1.0156383441e+00
9.7824745560e-03	-2.5066077476e+00	1.0907317519e+00
9.8619625268e-03	-2.4789183507e+00	1.1025049348e+00
9.7912104210e-03	-2.5890388027e+00	1.1913188414e+00
9.7730419960e-03	-2.4659395540e+00	1.0720827095e+00
9.7271058428e-03	-2.5426379175e+00	1.1286469913e+00
9.9776077763e-03	-2.4283337501e+00	1.1218968011e+00
9.9564922663e-03	-2.3863598761e+00	1.1261119086e+00
9.8895380875e-03	-2.3821634290e+00	1.0102939058e+00
9.9993820785e-03	-2.6827322594e+00	9.7375016207e-01
9.8238709048e-03	-2.3416086615e+00	9.9172922403e-01
9.7384151371e-03	-2.5774331588e+00	1.1745549994e+00
9.9257614608e-03	-2.4991484377e+00	9.5955807012e-01
9.9155420825e-03	-2.5766476939e+00	1.0712204416e+00
9.9900168248e-03	-2.3682395426e+00	9.2672589612e-01
9.9999848971e-03	-2.2545027703e+00	1.0450939416e+00
9.9238457929e-03	-2.3913433291e+00	1.0982810265e+00
9.9417104321e-03	-2.4533069684e+00	1.1689668018e+00
9.8399403942e-03	-2.5914921001e+00	1.0679053624e+00
9.9856179241e-03	-2.4998254324e+00	1.0249433517e+00
9.9793277189e-03	-2.5719255421e+00	9.6903753442e-01
9.6260965106e-03	-2.5267868501e+00	1.1021814170e+00
9.6266805600e-03	-2.5210789290e+00	1.0873351759e+00
9.9453507102e-03	-2.4297382526e+00	1.1819542280e+00
9.7938925880e-03	-2.4517482546e+00	1.1596942528e+00
9.9599770919e-03	-2.5332314756e+00	1.0367850608e+00
9.7598107978e-03	-2.5813681789e+00	1.0523385188e+00
9.9278277679e-03	-2.3941215548e+00	9.0851863085e-01
9.9922029280e-03	-2.5015234093e+00	1.2103034872e+00
9.9581781074e-03	-2.3421265615e+00	1.0845707474e+00
9.9223883627e-03	-2.4140690791e+00	1.1938386082e+00
9.9114422633e-03	-2.5098374768e+00	1.0085651339e+00
9.9114676465e-03	-2.6465503692e+00	1.1897135608e+00
9.7841464241e-03	-2.4680488391e+00	1.1019651839e+00
9.9896904157e-03	-2.5134695479e+00	1.2514596892e+00
9.9961456210e-03	-2.5083930171e+00	8.7089009085e-01
9.9547836157e-03	-2.4647908736e+00	9.6143810268e-01
9.9910758697e-03	-2.6350083912e+00	8.9177864529e-01
