0.0000000000	1.9096866368	0.4342245609	0.2757970952	1.5593831106	1.1713191188	0.9413237054	0.9530365226	
0.0000000000	0.0000000000	1.0305085574	0.0577457010	1.0717127347	0.5217170364	-0.5157403108	0.1917751944	
0.0000000000	0.0000000000	0.0000000000	-1.0642699766	0.2428929066	-0.6296443630	-0.3418519498	0.5139866716	
0.0000000000	1.1300041683	-0.3550480295	0.5763017056	0.5379249306	0.5581031483	-0.3906682531	1.4671265473	
0.0000000000	0.0000000000	1.0584274087	0.8020101208	1.7189305444	0.7329437279	0.9973205692	1.0772691905	
0.0000000000	0.0000000000	0.0000000000	-0.5352681690	0.1125281436	0.6067553822	1.1037187258	0.0705223969	
0.0000000000	1.1072790286	0.5536395143	-0.4123033093	1.1072790286	0.0000000000	1.5195823379	0.5536395143	
0.0000000000	0.0000000000	1.4682669451	0.9953768994	0.8318685269	0.8318685269	0.9953768994	0.6330750931	
0.0000000000	0.0000000000	0.0000000000	-0.3010477519	0.7259234906	0.7259234906	-0.3010477519	-0.7288235639	
0.0000000000	1.6266164759	0.0691527052	1.0490047344	1.0193510304	0.0575563274	0.8078503304	0.8049520812	
0.0000000000	0.0000000000	1.1119921601	1.5453522287	0.7978854523	0.5400816784	0.4829181170	-0.2644539762	
0.0000000000	0.0000000000	0.0000000000	-0.3382803398	0.4837571511	0.9700980332	-0.5691879968	0.7075024702	
0.0000000000	1.3826657941	0.6993838848	0.6896232768	0.6932814277	0.6751580067	1.1964154272	1.7725031680	
0.0000000000	0.0000000000	0.8703945543	-0.8216652707	0.1367888139	0.1482970603	-0.8244724547	0.0940819409	
0.0000000000	0.0000000000	0.0000000000	0.2611216950	0.8576870222	-0.8555996981	-0.7312805419	-1.0366510648	
0.0000000000	1.1155586664	0.5710265491	0.2326173177	1.6570546009	1.3052233044	0.5677184735	0.5607105372	
0.0000000000	0.0000000000	0.9654148177	0.5237953539	0.9503310995	0.2823698395	-0.5281653040	-0.9415148800	
0.0000000000	0.0000000000	0.0000000000	-0.9536626242	-0.2384604108	-1.0549102312	-0.8157105325	0.2234591226	
0.0000000000	1.1124996963	0.5450337397	0.5922980528	-0.1913488142	-0.5277154434	-0.4740567970	0.2673939576	
0.0000000000	0.0000000000	0.9670442114	0.3475632004	-0.4375151393	0.9582343453	0.6250815260	1.4248081704	
0.0000000000	0.0000000000	0.0000000000	0.9199161081	1.0047993374	-0.2675349712	0.7853531202	0.9673736060	
0.0000000000	1.1111832555	0.5413102499	0.5449981631	0.8795321857	1.6283729046	-0.1911073674	-0.5418618116	
0.0000000000	0.0000000000	0.9704181782	-0.5228348045	0.5165006813	0.9562534814	0.7306553255	-0.3182055181	
0.0000000000	0.0000000000	0.0000000000	-0.8146192743	-0.9632882867	-0.2617682548	-0.8146192743	-0.9279497381	
0.0000000000	1.1211878262	-0.5406288682	0.2250088840	0.5593215038	-0.5385472128	0.5591578833	0.0731199764	
0.0000000000	0.0000000000	0.9705615913	1.1263493163	0.0875341053	0.3263991869	0.9282586222	1.9048208769	
0.0000000000	0.0000000000	0.0000000000	0.7988913186	0.9550341941	0.9180892828	-0.2355238720	0.0120886360	
0.0000000000	1.1121840905	-1.0429001155	-0.1909223135	0.5958028996	0.5467152604	-0.3609029162	-0.2389297321	
0.0000000000	0.0000000000	0.4273828945	1.0132803801	0.9121617950	-0.0272638303	0.6158555083	1.6582447597	
0.0000000000	0.0000000000	0.0000000000	-0.3977011320	0.3718397183	0.9729380037	0.8495855280	0.5017567413	
0.0000000000	1.1095079927	1.5723753345	0.5415427939	-0.2661673983	0.5017411384	0.5658298408	0.7815417461	
0.0000000000	0.0000000000	1.0106312686	-0.3255098427	0.4663109944	0.9361115935	0.0484718804	0.7470777357	
0.0000000000	0.0000000000	0.0000000000	-0.9138043562	-0.9666154505	0.2983899920	0.9683420269	-0.7518783039	
0.0000000000	1.6890931024	0.8527093885	1.9031553797	0.1888138127	0.8495315687	1.3003795880	2.3099867653	
0.0000000000	0.0000000000	0.7148825030	-0.1895749947	0.6529929068	-0.2197529583	0.7409111292	0.7291559279	
0.0000000000	0.0000000000	0.0000000000	-1.0758483259	-0.8974435597	-0.6829701605	-1.0074346599	-0.5554396851	
0.0000000000	1.1332637242	1.3444698814	1.6419171952	-0.2041119814	0.5644087029	0.5639926938	1.2048002730	
0.0000000000	0.0000000000	1.1116778553	0.4825763217	1.1209461832	0.6944528241	0.6777881829	1.5085927219	
0.0000000000	0.0000000000	0.0000000000	-0.8750212230	-0.0157889690	0.6551435745	-0.6670884018	-1.0326726944	
0.0000000000	1.1145513789	1.1208867582	0.5467842879	1.4760838436	0.0064083980	1.4824597939	0.5587300597	
0.0000000000	0.0000000000	1.1069123889	0.5567239222	-0.0056136151	1.1196701724	1.1083873317	0.5566555509	
0.0000000000	0.0000000000	0.0000000000	-0.7915818020	-1.0477403681	-0.0000000000	-1.0477403681	0.7911166969	
0.0000000000	1.1061818199	1.6175797340	1.0150331667	0.5119708310	1.1200082504	0.0141771805	1.0389479670	
0.0000000000	0.0000000000	0.9993748643	0.6473470721	0.9764733175	0.5962070046	0.6113316328	1.6785728393	
0.0000000000	0.0000000000	0.0000000000	-0.8943205539	0.0313876981	0.9220391757	0.9454295411	0.7004788178	
0.0000000000	1.1173906462	0.5717830313	1.6546333906	2.0489689678	0.5620086712	1.1858711205	1.3471766679	
0.0000000000	0.0000000000	0.9633407192	0.0199682025	0.5897029405	0.2992728796	0.6239289045	1.0741317637	
0.0000000000	0.0000000000	0.0000000000	0.9687015143	0.0754286669	0.9169540079	1.7849719437	0.7762826072	
0.0000000000	1.1065157323	-0.0259983609	0.0956848407	1.0824538668	0.4887988370	-0.5045404252	0.5944671242	
0.0000000000	0.0000000000	1.0969389092	-0.4024374495	1.1249393734	1.6551069039	0.5465753048	0.5568246998	
0.0000000000	0.0000000000	0.0000000000	-1.0268410828	0.0120470557	-0.8047928439	-0.8459770980	-0.8018128140	
0.0000000000	1.1175221171	-0.1328024864	-0.4854175699	0.5734710003	0.1198959537	0.5558076039	-0.5200225253	
